,geometry,name,opening_hours,shop,wheelchair,check_date,addr:city,addr:housenumber,addr:postcode,addr:street,operator,payment:cash,payment:credit_cards,payment:debit_cards,addr:country,source,toilets:wheelchair,brand,contact:facebook,contact:phone,contact:website,brand:wikidata,changing_table,toilets,building,website,amenity,cuisine,access,addr:place,addr:province,contact:email,dog,fee,internet_access,internet_access:fee,motorhome,organic,power_supply,power_supply:maxcurrent,reservation,sanitary_dump_station,socket:cee_blue,tents,tourism,brand:wikipedia,city,description,phone,email,check_date:opening_hours,payment:mastercard,payment:visa,branch,name:it,operator:wikidata,operator:wikipedia,alt_name,ref,ref:vatin,level,kids_area,toilets:access,toilets:number,smoking,ele,atm,air_conditioning,diet:halal,diet:kosher,name:signed,currency:EUR,addr:suburb,brand:en,brand:ja,name:en,name:ja,delivery:description:it,wikimedia_commons,contact:instagram,name:es,noname,entrance,opening_hours:signed,payment:cards,facebook,payment:coins,payment:bancomat,clothes,self_service,contact:mobile,addr:state,building:levels,old_name,fixme,start_date,note,roof:levels,roof:shape,building:material,addr:unit,stroller,not:brand:wikidata,fax,addr:hamlet,payment:diners_club,payment:maestro,payment:v_pay,payment:visa_electron,drive_through,building:part,indoor_seating,outdoor_seating,building:use,contact:fax,building:colour,diet:gluten_free,diet:non-vegetarian,diet:vegan,diet:vegetarian,roof:colour,type,roof:material,survey:date,fuel:GTL_diesel,fuel:diesel,fuel:octane_100,fuel:octane_95,ref:mise
60,POINT (12.3375121 45.4414258),Coop,Mo-Su 09:00-20:00,supermarket,,,,4612e,30121,Rio Terà Santi Apostoli,COOP Alleanza 3.0 Soc. Coop.,,,,,,,Coop,,,,Q1129774,,,,,,,,Cannaregio,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,468,IT03503411203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,POINT (12.3397065 45.4382015),Coop,Mo-Sa 08:30-21:00; Su 09:00-21:00,supermarket,,,,5889,30122,Calle Marcello,COOP Alleanza 3.0 Soc. Coop.,,,,,,,Coop,,,,Q1129774,,,,,,,,Castello,,,,,,,,,,,,,,,,it:Coop Italia,"Venezia, Veneto, Italy",,,,,,,Venezia Santa Marina,,,,,,IT03503411203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,POINT (12.3544088 45.4563968),Coop,Mo-Sa 08:30-19:30; Su 09:30-19:00; PH closed,supermarket,yes,,,,,,Coop Alleanza 3.0,,,,,,,Coop,,,,Q1129774,,,,,,,,,,,,,,,,yes,,,,,,,,it:Coop Italia,"Venezia, Veneto, Italy",,,,,,,,,Q21189584,it:Coop Alleanza 3.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,POINT (12.3310904 45.4452526),Prix,,supermarket,,,,,,,,,,,,,,Prix,,,,Q61994819,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,POINT (12.3489084 45.4522824),Despar,,supermarket,yes,,,,,,,,,,,,,Spar,,,,Q610492,,yes,,,,,,,,,,,,,,yes,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,1,no,customers,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,POINT (12.3316369 45.4375383),Coop,Mo-Sa 08:30-21:00; Su 09:00-21:00,supermarket,yes,,Venezia,1338a,30125,,Coop Alleanza 3.0 Soc. Coop.,,,,,,,Coop,,,,Q1129774,,,,https://www.coopalleanza3-0.it/fare-spesa/elenco-negozi/dettaglio-negozio/77-venezia---san-polo.html,,,,San Polo,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,Venezia - San Polo,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,POINT (12.3281171 45.4371379),Conad City,Mo-Su 08:30-21:00,supermarket,,,Venezia,2605a/b,30125,,Conad,,,,,,,Conad City,,,,Q57543102,,,,,,,,San Polo,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,POINT (12.346903 45.4351504),Supermarket,,convenience,yes,,,3540,30122,,,,,,,,,,,,,,,,,,,,,Castello,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,POINT (12.3214646 45.4307253),Conad City,Mo-Su 08:30-21:00,supermarket,no,,,1491/1492,,Fondamenta Zattere al Ponte Longo,Conad,,,,,,,Conad City,,,,Q57543102,,,,https://www.conad.it,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,POINT (12.244088 45.4899379),Coop,Mo-Sa 08:30-20:30; Su 09:00-13:30,supermarket,yes,,,34,,Corso del Popolo,Coop Alleanza 3.0,,,,,,,Coop,,,,Q1129774,,,,,,,,,,,,,,,,,,,,,,,,it:Coop Italia,"Venezia, Veneto, Italy",,,,,,,,,Q21189584,it:Coop Alleanza 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,POINT (12.3389718 45.3720902),,,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,POINT (12.3294998 45.4438596),Coop,Mo-Su 08:30-21:00,supermarket,no,,,1976,30121,,,,,,,,,Coop,,,,Q1129774,,,,,,,,Cannaregio,,,,,,,,,,,,,,,,it:Coop Italia,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,POINT (12.3179954 45.4394178),Coop,"Mo-Su,PH 08:30-21:00",supermarket,yes,,Venezia,506a,30135,Fondamenta Santa Chiara,Coop Alleanza 3.0,,,,,,,Coop,,,,Q1129774,,,,,,,,Santa Croce,,,,,,,,,,,,,,,,it:Coop Italia,"Venezia, Veneto, Italy",,,,,,,,,Q21189584,it:Coop Alleanza 3.0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,POINT (12.2136515 45.4581232),Coop,,supermarket,,,,,,,Coop Alleanza 3.0,,,,,,,Coop,,,,Q1129774,,,,,,,,,,,,,,,,,,,,,,,,it:Coop Italia,"Venezia, Veneto, Italy",,,,,,,,Coop&Coop,Q21189584,it:Coop Alleanza 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,POINT (12.4180966 45.4866979),De Spar,"Mo-Sa 8:00-13:00, 16:00-19:30; Su off",convenience,,,,567,,Fondamenta Pontinello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,POINT (12.3247297 45.4398648),Conad City,Mo-Sa 08:30-21:00; Su 08:30-20:00,supermarket,,2024-09-11,Venezia,892,30135,Fondamenta del Rio Marin o dei Garzoti,Conad,yes,yes,yes,,local knowledge,,Conad City,,,,Q57543102,,no,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,POINT (12.1976311 45.4992086),Minimarket,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,POINT (12.3727438 45.4172751),,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,POINT (12.3695207 45.4158567),Coop,Mo-Sa 08:30-20:00; Su 09:00-19:00,supermarket,yes,,,,,,Coop Alleanza 3.0,,,,,,,Coop,,,,Q1129774,,,,,,,,,,,,,,,,,,,,,,,,it:Coop Italia,"Venezia, Veneto, Italy",,,,,,,,inCoop,Q21189584,it:Coop Alleanza 3.0,,,,,,,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,POINT (12.3149988 45.3167149),,,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,POINT (12.3151228 45.3168259),Latteria da Marco,,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,POINT (12.2414509 45.4845216),Pam,Mo-Sa 08:00-22:00; Su 08:30-20:00,supermarket,,,,209,,Corso del Popolo,,,,,,,,Pam,,,,Q105615038,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,POINT (12.2576083 45.4841099),"Supermarket ""Cadoro""","Mo-Fr 08:30-13:00, 15:30-19:30; Sa 08:30-19:30",supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,POINT (12.3375792 45.4263623),Tabacchi,,kiosk,,,,,30133,,,,,,,,,,,,,,,,,,,,,Giudecca,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,POINT (12.3375497 45.4262945),alimentari,,convenience,,,,,30133,,,,,,,,,,,,,,,,,,,,,Giudecca,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,POINT (12.238059 45.5022954),Lidl,Mo-Sa 08:00-21:00; Su 08:30-20:00,supermarket,,,,,,,,,,,,,,Lidl,,,,Q151954,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,POINT (12.3264555 45.4437546),Rizzo,"Mo-Su,PH 07:30-20:00",convenience,yes,2024-03-14,,1332,30121,,,,,,,,,,,,,,,,,,,,,Cannaregio,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,POINT (12.3248681 45.4441962),,,convenience,,,,1118,30121,,,,,,,,,,,,,,,,,,,,,Cannaregio,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,POINT (12.3254039 45.4439564),,Mo-Sa 08:00-19:30,convenience,,,,1269,30121,,,,,,,,,,,,,,,,,,,,,Cannaregio,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,POINT (12.3254253 45.4439216),Salumi e Pasticceria,,deli,,,,1291,30121,,,,,,,,,,,,,,,,,,,,,Cannaregio,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,POINT (12.322893 45.4417976),Despar,Mo-Sa 08:00-20:30; Su 08:30-20:30,supermarket,limited,2024-03-14,Venezia,124,30121,Rio Terà Lista di Spagna,Despar (Aspiag),,,,,,,Spar,,,,Q610492,,,,,,,,Cannaregio,,,,,,,,,,,,,,,,en:SPAR (retailer),"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,POINT (12.2566669 45.4205254),Camping Fusina,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,POINT (12.3196104 45.3484712),Frutta e Verdura,,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,POINT (12.3194718 45.34906),,,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,POINT (12.2534328 45.4993718),,,deli,,,,21,,Via Tevere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,POINT (12.3609687 45.426607),Pane e Salame,"Mo-Sa 07:30-13:30,16:30-19:30; We 07:30-13:30; Su closed; PH closed",convenience,limited,2023-01-05,Venezia,3,,Calle Franco Passarella,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,yes,yes,,Pane e Salame,,,,,,0,,customers,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,POINT (12.333074 45.4348951),,,kiosk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,POINT (12.2568362 45.5043974),Eurospesa,Mo-Sa 08:30-19:30,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,POINT (12.3330022 45.4419849),Coop,Mo-Su 08:00-21:00,supermarket,yes,2024-03-14,,3660,30121,,Coop Alleanza 3.0,,,,,,,Coop,,,,Q1129774,,,,,,,,Cannaregio,,,,,,,,,,,,,,,,it:Coop Italia,"Venezia, Veneto, Italy",,,,,,,,Coop,Q21189584,it:Coop Alleanza 3.0,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,POINT (12.3343172 45.4366241),Coop,Mo-Sa 08:30-21:00; Su 09:00-21:00,convenience,,,,4173-4174,30124,Riva del Carbon,Coop Alleanza 3.0,,,,,,,Coop,,,,Q1129774,,,,,,,,,,,,,,,,,,,,,,,,it:Coop Italia,"Venezia, Veneto, Italy",,,,,,,,,Q21189584,it:Coop Alleanza 3.0,,,,,,,,,,,,,,,,San Marco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,POINT (12.3199279 45.4395718),Muji,,department_store,,,,,,,,,,,,,,Muji,,,,Q708789,,,,,,,,,,,,,,,,,,,,,,,,en:Muji,"Venezia, Veneto, Italy",,+39 041 244 0076,,,,,,,,,,,,,,,,,,,,,,,,,Muji,無印良品,Muji,無印良品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,POINT (12.3574526 45.433569),Prix,"Su 09:00-13:00,15:00-19:00; Mo-Sa 08:30-20:00; PH closed",convenience,yes,,,,,Calle dei Maraffoni,,,,,,,,,,,,,no,yes,,,,,,,,,,,,,,yes,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,0,,customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,POINT (12.2281064 45.4785122),Meem Alimentari,,convenience,,,,52,,Via Giorgio Rizzardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,POINT (12.2429796 45.4883417),Pam,,supermarket,yes,,,54b,,Corso del Popolo,,yes,yes,,,,,Pam,,,,Q105615038,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,Local Corso del Popolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,POINT (12.2613937 45.5040486),Coop,,supermarket,yes,,,,,Via San Donà,Coop Alleanza 3.0,,,,,,,Coop,,,,Q1129774,,,,,,,,,,,,,,,,,,,,,,,,it:Coop Italia,"Venezia, Veneto, Italy",,,,,,,,,Q21189584,it:Coop Alleanza 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,POINT (12.347591 45.4341716),,,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,POINT (12.346809 45.4353664),Punto Casa,,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,POINT (12.3324718 45.4376927),,,deli,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,POINT (12.3403076 45.4371495),Latteria Senigaglia Marco &c Sas,"Mo-Sa 07:30-14:00,15:30-19:30",deli,,,Venezia,5793a,30122,Calle del Mondo Novo,,,,,,,,,,,,,,,,http://www.prosciuttoeparmigiano.it/,,,,Castello,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,+39 338 312 0284,info@prosciuttoeparmigiano.it,,,,,,,,,,,,,,,,,,,,,,,,,,,,Attivazione servizio a domicilio di generi di prima necessità per COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,POINT (12.2739606 45.5044153),Supermercati Maxi,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,POINT (12.332921 45.4352448),Despar,Mo-Sa 08:30-20:00; Su 09:00-13:00,supermarket,,,Venezia,3988,30124,,,,,,IT,,,Spar,,,,Q610492,,,,,,,,San Marco,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,File:Magasin Spar à Venise depuis le Ponte del Teatro (décembre 2022).JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,POINT (12.2872549 45.5049538),Ali Supermercato,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,POINT (12.2832899 45.4842888),Camping Rialto,,convenience,,,,,,,,,,,,,,,,,,,,,,,fast_food,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,POINT (12.3350628 45.4349263),Naturasi,Mo-Sa 09:00-19:30,convenience,yes,,,,,,,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,POINT (12.3334367 45.4355376),Despar,Mo-Sa 08:30-20:00; Su 09:00-13:00,supermarket,,,Venezia,3988,30124,,,,,,IT,,,Spar,,,,Q610492,,,,,,,,San Marco,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,File:Magasin Spar à Venise depuis le Ponte del Teatro (décembre 2022).JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,POINT (12.2479632 45.48099),NaturaSì,,supermarket,yes,,,86,30172,Via Torino,,,,,,,,NaturaSì,,,,Q60840755,,,,https://www.naturasi.it/,,,,,,,,,,,,only,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,POINT (12.3367245 45.4399071),La Bottega del Tartufo,"We-Mo 11:00-14:00,15:00-20:00",deli,,,,5621,30121,,,,,,,,,,,,,,,,,https://www.labottegadeltartufo.it/,,,,Cannaregio,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,POINT (12.3240172 45.4446416),,,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,POINT (12.228274 45.517624),Coop,Mo-Sa 08:30-20:30; Su 09:00-20:00,supermarket,yes,,Venezia,,,Via del Forte,Coop Alleanza 3.0,,,,,,,Coop,,,,Q1129774,,,,,,,,,,,,,,,,,,,,,,,,it:Coop Italia,"Venezia, Veneto, Italy",,,,,,,,Coop&Coop,Q21189584,it:Coop Alleanza 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,POINT (12.2608651 45.4938672),,,convenience,,,,94b,30173,Via Bissuola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,POINT (12.257311 45.496286),,,convenience,,,,57,30173,Via Astorre Baglioni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,POINT (12.3350074 45.4369803),Despar,Mo-Su 08:00-21:00,supermarket,,,Venezia,4790-4791-4792,30124,Riva del Carbon,,,,,IT,,,Spar,,,,Q610492,,,,,,,,San Marco,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,POINT (12.4200328 45.4859513),,,convenience,,,Venezia,807,,,,,,,IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,POINT (12.3457588 45.4367584),Baílo supermercati veneziani,"Mo-Sa 08:30-20:30, Su,PH 09:00-13:30,16:30-20:30 off",supermarket,yes,,Venezia,5065d,30122,Fondamenta San Giorgio degli Schiavoni,New Venice Com Srl.,,,,,,,,bailosupermercati,+39 041 296 0560,,,,,,https://www.bailosupermercati.com/,,,,Castello,,info@bailosupermercati.com,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,+39 041 296 0560,,,,,,,,,,,IT03469140275,0,no,,,,,,,,,,,,,,,,Attivazione servizio a domicilio di generi di prima necessità per COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
