,geometry,name,shop,check_date,opening_hours,wheelchair,name:de,name:it,alt_name,addr:housenumber,addr:street,phone,cafe,outdoor_seating,level,amenity,building,city,addr:postcode,email,addr:place,noname,addr:city,facebook,website,name:en,delivery:description:it,addr:country,cuisine,source,contact:mobile,organic,payment:credit_cards,payment:debit_cards,operator,ref:vatin,contact:phone,description,diet:kosher,diet:vegan,payment:online,payment:mastercard,payment:visa,start_date,check_date:opening_hours,fixme,delivery,payment:bancomat,payment:cash,payment:coins,addr:unit,payment,toilets,payment:maestro,contact:facebook,payment:pos,indoor_seating,smoking,opening_hours:signed,contact:instagram,air_conditioning,craft,fax,phone:delivery,payment:cards,contact:whatsapp,opening_hours:phone,payment:online_payment,communication:mobile_phone,phone:mobile,kids_area,contact:website,internet_access,second_hand,addr:state,branch,brand,butcher,diet:halal,addr:province,takeaway,contact:email,bar,payment:bancoposta,payment:postepay,mobile,building:levels,roof:levels,wheelchair:description,addr:interpolation,internet_access:fee,addr:hamlet,contact:twitter,contact:fax,roof:shape,layer,survey:date
301,POINT (12.5917784 45.6399028),101 Caffè,coffee,,,,,,,,,,,,,,,"San Donà di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,POINT (12.597276 45.6399363),Pasticceria Gabatel,pastry,,,yes,,,,,,+39 333 868 7838,,,,,,"San Donà di Piave, Veneto, Italy",,pasticceriaivoire@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-24,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,POINT (12.5411367 45.6523602),G.S. Ortofrutta,greengrocer,,,,,,,5,via Giorgio La Pira,+39 0421 65740,,,,,,"San Donà di Piave, Veneto, Italy",30027,,,,San Donà di Piave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,POINT (12.5522334 45.6441833),Panificio Brollo,bakery,,,,,,,10,Via del Concilio,,,,,,,"San Donà di Piave, Veneto, Italy",30027,,,,San Donà di Piave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,POINT (12.5665884 45.6316841),Carne Diem,butcher,,,,,,,4,Via Nazario Sauro,+39 0421 184 2256,,,,,,"San Donà di Piave, Veneto, Italy",30027,,,,San Donà di Piave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,POINT (12.5955859 45.6452272),Panificio Brollo,bakery,,,,,,,,,,,no,,,,"San Donà di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,only,,,,,,,,,,,,,,,,
307,POINT (12.6055398 45.5908804),La Pâtisserie,pastry,,,yes,,,,,,,,,,,,"San Donà di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,POINT (12.5643429 45.6283397),FILÒ Pasticceria,pastry,,,,,,Club Kave',52,Corso Silvio Trentin,,,,,,,"San Donà di Piave, Veneto, Italy",30027,,,,,,,,,,,,,,,yes,,IT04467760270,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,POINT (12.5905617 45.6402358),Fresco & Vario,frozen_food,,,yes,,,,,,,,,,,,"San Donà di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,POINT (12.5750128 45.627586),Panificio Boso,bakery,,"Mo,Tu,Th-Sa 05:00-13:15,16:00-19:30; We 05:00-13:30; Su off",,,,,,,,,,,,,"San Donà di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,POINT (12.6084869 45.6376352),,bakery,,,,,,,,,,,,,,,"San Donà di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,POINT (12.5781821 45.6263459),Moderna,pastry,,,,,,,,,,,,,,,"San Donà di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,POINT (12.5782256 45.6262789),Pasticceria Moderna,pastry,,,,,,,,,,,,,,,"San Donà di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,POINT (12.0930083 45.356219),Fruttolandia,greengrocer,,,,,,,191,Via della Repubblica,,,,,,,"Campagna Lupia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,POINT (12.0926193 45.3564094),Casa del dolce,pastry,,,no,,,,197,Via della Repubblica,+39 041 460002,,,,,,"Campagna Lupia, Veneto, Italy",30010,,,,Campagna Lupia,,,,,,,,,,,,Tasseto Renato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,POINT (12.0916716 45.3571361),Da Francesco,butcher,,,yes,,,,,,,,,,,,"Campagna Lupia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,POINT (12.0982808 45.3529774),Macelleria Da Flavio,butcher,,,,,,,,,,,,,,,"Campagna Lupia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,POINT (12.0953121 45.3546461),Fantasie di Pane,bakery,,,,,,,131,Via della Repubblica,,,,,,,"Campagna Lupia, Veneto, Italy",30010,,,,Campagna Lupia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,POINT (12.0966189 45.3538352),Farmacia da Bacco,wine,,,,,,,69,Via della Repubblica,,,,,,,"Campagna Lupia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,POINT (12.0957551 45.3542242),Semenzato Marco,seafood,,,,,,,111,Via della Repubblica,,,,,,,"Campagna Lupia, Veneto, Italy",30010,,,,Campagna Lupia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,POINT (12.0964635 45.3539322),Panificio F.lli Moro,bakery,,,,,,,58-60,Via della Repubblica,,,,,,,"Campagna Lupia, Veneto, Italy",30010,,,,Campagna Lupia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,even,,,,,,,
322,POINT (12.0940616 45.4246748),Spaccio del Contadino,greengrocer,,,,,,,,,,,,,,,"Dolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,POINT (12.0956238 45.4234974),Fattoretto Luigino Srl,beverages,,"Mo-Fr 08:00-12:00,14:00-18:00",,,,,48,Via Badoera,+39 041 410113,,,,,,"Dolo, Veneto, Italy",30031,ordini@fattoretto.com,,,Dolo,https://www.facebook.com/Fattoretto-Luigino-srl,https://www.fattoretto.com/,,Attivazione servizio a domicilio di generi di prima necessità per COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,POINT (12.0689947 45.4254234),Zorzato A. Srl,greengrocer,,,,,,,5,Via Arino,,,,,,,"Dolo, Veneto, Italy",30031,,,,Dolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,POINT (12.0815868 45.42528),Rigon,pastry,,,,,,,40,Via Giacomo Matteotti,,,,,,,"Dolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,POINT (12.0752663 45.42269),Antica Dolo,pastry,,,,,,,,,,,,,,,"Dolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,POINT (12.6487147 45.5075221),Panificio Moderno,bakery,,,,,,,81,Via Dante Alighieri,+39 0421 382147,,,,,,"Jesolo, Veneto, Italy",30016,,,,Jesolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,POINT (12.6461491 45.5580074),Val Casoni,butcher,,,,,,,,,,,,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,POINT (12.6406238 45.5048921),Pasticceria Zamuner,pastry,2023/11/05,"Mo-Su 07:00-13:00,15:00-20:00",,,,,16,Piazza Trieste,+39 0421 380431,,yes,,,,"Jesolo, Veneto, Italy",30016,info@pasticceriazamuner.it,,,Jesolo,,https://www.pasticceriazamuner.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,yes,,,,,,,,customers,,,,,,
330,POINT (12.6796221 45.5225494),Montino,seafood,,,,,,,,,,,,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,POINT (12.6798151 45.5229555),Furfaro,greengrocer,,,,,,,,,,,,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,POINT (12.6800788 45.5165674),,bakery,,,,,,,,,,,no,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,only,,,,,,,,,,,,,,,,
333,POINT (12.6393287 45.5366638),Panificio Visentin,bakery,,Mo-Sa 07:00-13:00; Su 07:00-12:30,yes,,,,2,Piazza I Maggio,+39 0421 351260,,no,,,,"Jesolo, Veneto, Italy",30016,,,,Jesolo,,,,,,,,,,,,,,,,,,,,,,2024-09-20,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,only,,,,,,,,,,,,,,,,
334,POINT (12.641366 45.5361503),Pinel,bakery,,"Mo-Sa 07:00-13:00,16:00-19:30",,,,,6,Via Giuseppe Giusti,+39 0421 951185,,,,,,"Jesolo, Veneto, Italy",30016,,,,Jesolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,POINT (12.6442824 45.5334889),Panificio Tardivo,bakery,,"Mo-Sa 07:00-13:30,17:00-19:30; Su 07:00-13:30",,,,,35,Via Roma Destra,+39 0421 951123,,no,,,,"Jesolo, Veneto, Italy",30016,,,,Jesolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,only,,,,,,,,,,,,,,,,
336,POINT (12.6590433 45.5500066),Panificio La Forneria,bakery,,Mo-Sa 06:00-14:00,yes,,,,128,Via Roma Sinistra,+39 0421 359806,,no,,,,"Jesolo, Veneto, Italy",30016,,,,Jesolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,only,,,,,,,,,,,,,,,,
337,POINT (12.7189241 45.5367057),Panificio Busatto,bakery,,,,,,,7,Via Asmara,+39 0421 980202,,,,,,"Jesolo, Veneto, Italy",30016,,,,Jesolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,POINT (12.6245328 45.5396896),iper tosano Selection,alcohol,,"Mo-Su,PH 09:00-20:00",yes,,,,,,,,,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,POINT (12.6419841 45.5051071),Dolce forno,bakery,,,,,,,,,,,,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,POINT (12.6455137 45.5066003),Da Michele,butcher,,"Mo-Sa 08:30-13:00, 16:00-20:00; Su 16:00-20:00",yes,,,,7,Via Gofredo Mameli,+39 0421 380089,,,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,bbutcher and deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,POINT (12.6839679 45.5198552),Pasticceria Oriente,pastry,,,,,,,,,,,,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,POINT (12.6725157 45.5153574),Piave Pesca,seafood,,,,,,,116,Via Olanda,+39 0421 961749,,,,,,"Jesolo, Veneto, Italy",30016,,,,Jesolo,,https://piavepesca.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italia,,,,,Venezia,,,,,,,,,,,,Lido di Jesolo,,,,,
343,POINT (12.6716891 45.5153454),Alfredo Basso,greengrocer,,,,,,,,,,,,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,POINT (12.6705215 45.5149664),Furfaro,greengrocer,,,,,,,,,,,,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,POINT (12.7104869 45.5279771),Pescheria Gazzetta,seafood,,,,,,,,Viale Belgio,,,,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,POINT (12.6731406 45.5147752),Al Vecchio Fornaio,bakery,,,yes,,,,17,Via Altinate,,,no,,,,"Jesolo, Veneto, Italy",30016,,,,Jesolo,,,,,IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,Venezia,only,,,,,,,,,,,Lido di Jesolo,,,,,
347,POINT (12.670712 45.5146876),Zamuner,pastry,,,yes,,,,9,Via Danimarca,,,yes,,cafe,,"Jesolo, Veneto, Italy",30016,,,,Jesolo,,,,,IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,Venezia,,,,,,,,,,,,Lido di Jesolo,,,,,
348,POINT (12.6448289 45.5061098),Salin,bakery,,Mo-Su 07:00-20:00,,,,,,,+39 0421 177 2105,,,,,,"Jesolo, Veneto, Italy",,,,,,,https://m.facebook.com/PanificioSalin/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,POINT (12.6182487 45.4973432),Panificio Visentin,bakery,,,,,,,6,Via Vicenza,,,no,,,,"Jesolo, Veneto, Italy",30016,,,,Jesolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,only,,,,,,,,,,,,,,,,
350,POINT (12.6244447 45.4998395),Shangri-La,bakery,,,yes,,,,,,,,no,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,POINT (12.6385816 45.5037803),Only Prosecco,wine,,,yes,,,,33/35,Piazza Giosuè Carducci,+39 348 760 2660,,,,,,"Jesolo, Veneto, Italy",30016,,,,Jesolo,,https://www.onlyprosecco.it/,,,,,,,,,,,,,,,,,,,,2024-08-30,,,,,,,,,,https://m.facebook.com/onlyprosecco,,,,no,https://www.instagram.com/explore/tags/wordcamp/,,,,,,,,,,,,,,,Italia,,,,,Venezia,,,,,,,,,,,,Lido di Jesolo,https://twitter.com/wordpress,,,,
352,POINT (12.6419683 45.5363801),La Pescheria di Jesolo,seafood,,Tu-Sa 07:45-13:00,yes,,,,34,Via Cesare Battisti,+39 0421 952325,,,,,,"Jesolo, Veneto, Italy",30016,,,,Jesolo,,https://lapescheriadijesolo.business.site/?utm_source=gmb&utm_medium=referral,,,,,,,,,,,,,,,,,,,,2024-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,POINT (12.6211758 45.4975524),Panetteria Gastaldi,bakery,,,yes,,,,,,,,no,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,only,,,,,,,,,,,,,,,,
354,POINT (12.6291995 45.4999708),Candy Lisa,confectionery,,,,,,,,,,,,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,POINT (12.6130229 45.4944086),Drinks and Fruit,greengrocer,,,,,,,,,,,,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,POINT (12.7108055 45.5282138),Panificio Venere,bakery,,,,,,,,Viale Belgio,,,yes,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,POINT (12.6017141 45.489476),,bakery,,,,,,,,,,,,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,POINT (12.6453868 45.5079817),Ferrowine,wine,,,yes,,,,,,,,,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,POINT (12.651959 45.5093179),Spiga d'oro,bakery,,,yes,,,,,,,,yes,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,POINT (12.6405 45.524956),al Vecio Graner,bakery,,,yes,,,,,,,,yes,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,POINT (12.6025436 45.4948387),La Petite Patisserie,pastry,,,,,,,,,,,,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,POINT (12.6434006 45.5373132),La Salumeria,butcher,,,limited,,,,,,,,,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,POINT (12.637307 45.5393517),Salumificio Grandin,butcher,,,yes,,,,,,,,,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,POINT (12.6423736 45.5373038),Da Ottavio,greengrocer,,,,,,,,,,,,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,POINT (12.648572 45.5401624),Cantina di Jesolo,wine,,,,,,,48,Via Roma Sinistra,,,,,,,"Jesolo, Veneto, Italy",30016,,,,Jesolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,POINT (12.5938196 45.4857158),CarneDiem,butcher,,"Mo-Su 09:00-13:30, Mo-Sa 16:00-20:00",yes,,,,,,,,,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,POINT (12.6336318 45.5026007),Dolce Notte,pastry,,,yes,,,,,,,,,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,POINT (12.6408705 45.5260812),Caorle Seafood,seafood,,,limited,,,,,,,,,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,POINT (12.6464265 45.5082113),F.lli Fregonese,greengrocer,,,yes,,,,,,,,,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,POINT (12.6709002 45.5143343),Poke Land,greengrocer,,,yes,,,,,,,,,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,POINT (12.6129752 45.4938961),,bakery,,,,,,,,,,,,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,POINT (12.6129352 45.4939493),Macelleria,butcher,,"Mo-Su 09:00-12:00, Mo-Sa 17:00-19:00",limited,,,,,,,,,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,POINT (12.5974241 45.4877774),,wine,,,,,,,,,,,,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,POINT (12.6406811 45.525334),Da Marcello,butcher,,,no,,,,,,,,,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,POINT (12.6119371 45.4947739),Pescheria Guiotto,seafood,,,yes,,,,,,,,,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,POINT (12.6177066 45.5001022),Ortofrutta Lido,greengrocer,,,yes,,,,,,,,,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,POINT (12.6190396 45.5042266),Jesolpesca,seafood,,,,,,,,,,,,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,POINT (12.6443278 45.5335082),,greengrocer,,,,,,,,,,,,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,POINT (12.6464704 45.5344814),Pecorelli,beverages,,,,,,,7,Via Roma Destra,0421 951438,,,,,,"Jesolo, Veneto, Italy",,pecorelligroup@gmail.com,,,,,https://www.vetrineonline.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://m.facebook.com/vetrineonline/,,,,,https://www.instagram.com/vetrineonline/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,POINT (12.6073191 45.4916597),,bakery,,,,,,,,,,,,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,POINT (12.6707976 45.5152024),,bakery,,,,,,,,,,,,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,POINT (12.6708464 45.5151334),,butcher,,,,,,,,,,,,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,POINT (12.6673272 45.5134509),,greengrocer,,,,,,,,,,,,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,POINT (12.6045247 45.4914997),,bakery,,,,,,,,,,,,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,POINT (12.6406126 45.5251567),Cantina I Carli,wine,,,yes,,,,,,,,,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
